gene_name,gene_id,num_codewords,num_probesets,full_name,location,cell_type,cellchat_pathway
AGER,ENSG00000204305,2,2,Advanced glycosylation end product-specific receptor (Receptor for advanced glycosylation end products),Cell membrane,epithelial cell;epithelial cell of lung;epithelial cell of alveolus of lung;pneumocyte;type I pneumocyte;type II pneumocyte;lung secretory cell,
AGMAT,ENSG00000116771,3,3,"Guanidino acid hydrolase, mitochondrial",Mitochondrion,,
AGO1,ENSG00000092847,2,2,Protein argonaute-1 (Argonaute1) (hAgo1) (Argonaute RISC catalytic component 1) (Eukaryotic translation initiation factor 2C 1) (eIF-2C 1) (eIF2C 1) (Putative RNA-binding protein Q99),Cytoplasm,,
AGR3,ENSG00000173467,2,2,"Anterior gradient protein 3 (AG-3) (AG3) (hAG-3) (Anterior gradient 3 homolog) (Breast cancer membrane protein 11) (Protein disulfide isomerase family A, member 18)",Endoplasmic reticulum,epithelial cell;enterocyte of epithelium of small intestine;enterocyte of epithelium proper of ileum;multi-ciliated epithelial cell;ciliated columnar cell of tracheobronchial tree;ciliated cell of the bronchus;intestine goblet cell;large intestine goblet cell;colon goblet cell;small intestine goblet cell;ileal goblet cell;paneth cell of colon;intestinal epithelial cell;epithelial cell of large intestine;colon epithelial cell;epithelial cell of small intestine;lung ciliated cell,
AGRP,ENSG00000159723,3,3,Agouti-related protein,Secreted,,
AGTR1,ENSG00000144891,3,3,Type-1 angiotensin II receptor (AT1AR) (AT1BR) (Angiotensin II type-1 receptor) (AT1 receptor),Cell membrane,,
AGTR2,ENSG00000180772,3,3,Type-2 angiotensin II receptor (Angiotensin II type-2 receptor) (AT2 receptor),Cell membrane,,AGT
AGXT,ENSG00000172482,2,2,Alanine--glyoxylate aminotransferase (AGT),Peroxisome,hepatoblast;hepatocyte;periportal region hepatocyte;midzonal region hepatocyte;centrilobular region hepatocyte;endothelial cell of sinusoid;endothelial cell of hepatic sinusoid;endothelial cell of pericentral hepatic sinusoid;hepatic stellate cell,
AHCY,ENSG00000101444,3,3,Adenosylhomocysteinase (AdoHcyase),Cytoplasm,macrophage dendritic cell progenitor,
AHR,ENSG00000106546,3,3,Aryl hydrocarbon receptor (Ah receptor) (AhR) (Class E basic helix-loop-helix protein 76) (bHLHe76),Cytoplasm,"lung goblet cell;mast cell;group 2 innate lymphoid cell;group 3 innate lymphoid cell;CD34-positive, CD56-positive, CD117-positive common innate lymphoid precursor, human",
AHRR,ENSG00000063438,3,3,Aryl hydrocarbon receptor repressor (AhR repressor) (AhRR) (Class E basic helix-loop-helix protein 77) (bHLHe77),Cytoplasm,type I pneumocyte,
AHSG,ENSG00000145192,2,1,Alpha-2-HS-glycoprotein (Alpha-2-Z-globulin) (Ba-alpha-2-glycoprotein) (Fetuin-A),Secreted,stem cell;hepatoblast;Kupffer cell;hepatic stellate cell,
AICDA,ENSG00000111732,3,3,Single-stranded DNA cytosine deaminase,Nucleus,germinal center B cell,
AIF1L,ENSG00000126878,2,2,Allograft inflammatory factor 1-like (Ionized calcium-binding adapter molecule 2),Cytoplasm,kidney collecting duct epithelial cell;kidney collecting duct principal cell;renal principal cell;vasa recta descending limb cell;kidney loop of Henle thin ascending limb epithelial cell;kidney epithelial cell;kidney connecting tubule epithelial cell;epithelial cell of nephron;kidney loop of Henle thin descending limb epithelial cell;extravillous trophoblast;kidney cell;kidney collecting duct cell,
AIFM1,ENSG00000156709,3,3,"Apoptosis-inducing factor 1, mitochondrial",Mitochondrion intermembrane space,,
AIM2,ENSG00000163568,3,3,Interferon-inducible protein AIM2 (Absent in melanoma 2),Cytoplasm,memory B cell;class switched memory B cell;follicular B cell,
AIMP2,ENSG00000106305,3,3,Aminoacyl tRNA synthase complex-interacting multifunctional protein 2 (Multisynthase complex auxiliary component p38) (Protein JTV-1),Cytoplasm,,
AIP,ENSG00000110711,3,3,AH receptor-interacting protein (AIP) (Aryl-hydrocarbon receptor-interacting protein) (HBV X-associated protein 2) (XAP-2) (Immunophilin homolog ARA9),Cytoplasm,DN4 thymocyte;B cell,
AIRE,ENSG00000160224,3,3,Autoimmune regulator (Autoimmune polyendocrinopathy candidiasis ectodermal dystrophy protein) (APECED protein),Nucleus,medullary thymic epithelial cell,
AJAP1,ENSG00000196581,3,3,Adherens junction-associated protein 1 (Membrane protein shrew-1),Basolateral cell membrane,,
AKAP11,ENSG00000023516,3,3,A-kinase anchor protein 11 (AKAP-11) (A-kinase anchor protein 220 kDa) (AKAP 220) (hAKAP220) (Protein kinase A-anchoring protein 11) (PRKA11),Cytoplasm;Cytoplasm,,
AKAP4,ENSG00000147081,3,3,A-kinase anchor protein 4 (AKAP-4) (A-kinase anchor protein 82 kDa) (AKAP 82) (hAKAP82) (Major sperm fibrous sheath protein) (HI) (Protein kinase A-anchoring protein 4) (PRKA4),Cell projection,,
AKAP8,ENSG00000105127,3,3,A-kinase anchor protein 8 (AKAP-8) (A-kinase anchor protein 95 kDa) (AKAP 95),Nucleus,,
AKR1B1,ENSG00000085662,2,2,Aldo-keto reductase family 1 member B1,Cytoplasm,pulmonary ionocyte;kidney loop of Henle thin ascending limb epithelial cell;ionocyte;Hofbauer cell;sperm;extravillous trophoblast;placental villous trophoblast;syncytiotrophoblast cell,
AKR1C3,ENSG00000196139,2,2,Aldo-keto reductase family 1 member C3,Cytoplasm,intestinal crypt stem cell of small intestine;enterocyte of epithelium of small intestine;intrahepatic cholangiocyte;paneth cell of epithelium of small intestine;urothelial cell;bladder urothelial cell;microfold cell of epithelium of small intestine;epithelial cell of small intestine;respiratory epithelial cell;epithelial cell of lower respiratory tract;club cell;transit amplifying cell of small intestine;bladder cell,
AKT1,ENSG00000142208,4,3,RAC-alpha serine/threonine-protein kinase,Cytoplasm,,
AKT2,ENSG00000105221,3,3,RAC-beta serine/threonine-protein kinase,Cytoplasm;Nucleus;Cell membrane,,
AKT3,ENSG00000117020,2,2,RAC-gamma serine/threonine-protein kinase,Nucleus,,
AKTIP,ENSG00000166971,3,3,AKT-interacting protein (Ft1) (Fused toes protein homolog),Cytoplasm,,
ALAD,ENSG00000148218,2,2,Delta-aminolevulinic acid dehydratase (ALADH),,erythrocyte;erythroid lineage cell;erythroblast;primitive red blood cell,
ALCAM,ENSG00000170017,2,2,CD166 antigen (Activated leukocyte cell adhesion molecule) (CD antigen CD166),Cell membrane,corneal endothelial cell;neuroendocrine cell;chromaffin cell;type I pneumocyte;lung goblet cell;pancreatic A cell;visceromotor neuron;sebaceous gland cell,CD6
ALDH1B1,ENSG00000137124,3,3,"Aldehyde dehydrogenase X, mitochondrial",Mitochondrion matrix,intestinal crypt stem cell;intestinal crypt stem cell of colon,
ALDH2,ENSG00000111275,3,3,"Aldehyde dehydrogenase, mitochondrial",Mitochondrion matrix,"microfold cell of epithelium of small intestine;alveolar macrophage;lung macrophage;myeloid dendritic cell, human",
ALDH3A2,ENSG00000072210,3,3,Aldehyde dehydrogenase family 3 member A2,Microsome membrane,respiratory basal cell;basal cell of epithelium of trachea,
ALDH7A1,ENSG00000164904,3,3,Alpha-aminoadipic semialdehyde dehydrogenase (Alpha-AASA dehydrogenase),Mitochondrion,placental villous trophoblast,
ALDOA,ENSG00000149925,3,2,Fructose-bisphosphate aldolase A,Cytoplasm,osteoclast;myeloid leukocyte;myeloid cell;rod bipolar cell;OFF-bipolar cell;glycinergic neuron,
ALG11,ENSG00000253710,3,3,"GDP-Man:Man(3)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase",Endoplasmic reticulum,,
ALG13,ENSG00000101901,3,3,Putative bifunctional UDP-N-acetylglucosamine transferase and deubiquitinase ALG13,Endoplasmic reticulum,T follicular helper cell,
ALG2,ENSG00000119523,3,3,"Alpha-1,3/1,6-mannosyltransferase ALG2",Membrane,,
ALG6,ENSG00000088035,3,3,"Dolichyl pyrophosphate Man9GlcNAc2 alpha-1,3-glucosyltransferase",Endoplasmic reticulum membrane,,
ALG9,ENSG00000086848,3,3,"Alpha-1,2-mannosyltransferase ALG9",Endoplasmic reticulum membrane,,
ALK,ENSG00000171094,2,2,ALK tyrosine kinase receptor,Cell membrane,neuroendocrine cell;chromaffin cell;skeletal muscle fiber;cell of skeletal muscle;Schwann cell;visceromotor neuron;medium spiny neuron,MK;PTN
ALKBH5,ENSG00000091542,3,3,RNA demethylase ALKBH5,Nucleus speckle,,
ALOX12,ENSG00000108839,3,3,Polyunsaturated fatty acid lipoxygenase ALOX12,Cytoplasm,platelet;megakaryocyte,
ALOX15,ENSG00000161905,4,4,"Polyunsaturated fatty acid lipoxygenase ALOX15 (12/15-lipoxygenase) (Arachidonate 12-lipoxygenase, leukocyte-type) (12-LOX)",Cytoplasm,stem cell;basal cell;respiratory basal cell;basal cell of epithelium of trachea;multi-ciliated epithelial cell;lung goblet cell;glandular epithelial cell;goblet cell;respiratory goblet cell;tracheal goblet cell;respiratory epithelial cell;epithelial cell of lower respiratory tract;club cell;bronchial epithelial cell;erythroid lineage cell,
ALOX5,ENSG00000012779,3,3,Polyunsaturated fatty acid 5-lipoxygenase,Cytoplasm,brush cell;intestinal tuft cell;tuft cell of colon;macrophage;tissue-resident macrophage;alveolar macrophage;lung macrophage;basophil;eosinophil;Langerhans cell;B-1b B cell;mast cell,
ALPK1,ENSG00000073331,3,3,Alpha-protein kinase 1,Cytoplasm,,
ALPK3,ENSG00000136383,3,3,Alpha-protein kinase 3,Nucleus,,
ALPL,ENSG00000162551,3,3,"Alkaline phosphatase, tissue-nonspecific isozyme (AP-TNAP) (TNS-ALP) (TNSALP)",Cell membrane,epithelial cell of lung;epithelial cell of alveolus of lung;pneumocyte;type II pneumocyte;goblet cell;respiratory goblet cell;tracheal goblet cell;preosteoblast;blood cell;granulocyte;neutrophil;osteoblast;lung secretory cell,
ALX1,ENSG00000180318,3,3,ALX homeobox protein 1 (Cartilage homeoprotein 1) (CART-1),Nucleus,mesangial cell,
ALYREF,ENSG00000183684,4,3,THO complex subunit 4 (Tho4) (Ally of AML-1 and LEF-1) (Aly/REF export factor) (Transcriptional coactivator Aly/REF) (bZIP-enhancing factor BEF),Nucleus,DN4 thymocyte;erythroid progenitor cell;proerythroblast;common dendritic progenitor;hematopoietic precursor cell;myeloid lineage restricted progenitor cell,
AMACR,ENSG00000242110,3,3,Alpha-methylacyl-CoA racemase,Peroxisome,pulmonary ionocyte;ionocyte,
AMER1,ENSG00000184675,3,3,APC membrane recruitment protein 1 (Amer1) (Protein FAM123B) (Wilms tumor gene on the X chromosome protein),Cytoplasm;Cell membrane,,
AMFR,ENSG00000159461,3,3,E3 ubiquitin-protein ligase AMFR,Endoplasmic reticulum membrane,"kidney collecting duct intercalated cell;phagocyte;classical monocyte;CD14-positive, CD16-negative classical monocyte;monocyte;CD14-positive monocyte;CD14-positive, CD16-positive monocyte;CD8-positive, alpha-beta T cell;mature gamma-delta T cell;megakaryocyte",
AMH,ENSG00000104899,1,1,Muellerian-inhibiting factor (Anti-Muellerian hormone) (AMH) (Muellerian-inhibiting substance) (MIS),Secreted,duct epithelial cell;Sertoli cell;squamous epithelial cell;mesothelial cell;mesenchymal cell,AMH
AMIGO1,ENSG00000181754,3,3,Amphoterin-induced protein 1 (AMIGO-1) (Alivin-2),Cell membrane,,
AMIGO3,ENSG00000176020,3,3,Amphoterin-induced protein 3 (AMIGO-3) (Alivin-3),Membrane,,
AMOT,ENSG00000126016,3,3,Angiomotin,Cell junction,,
ANAPC1,ENSG00000153107,3,3,Anaphase-promoting complex subunit 1 (APC1) (Cyclosome subunit 1) (Mitotic checkpoint regulator) (Testis-specific gene 24 protein),,,
ANGPT1,ENSG00000154188,3,3,Angiopoietin-1 (ANG-1),Secreted,preosteoblast;connective tissue cell;fibroblast;pulmonary interstitial fibroblast;alveolar type 2 fibroblast cell;fibroblast of lung;kidney interstitial fibroblast;mesangial cell;kidney interstitial cell,ANGPT
ANGPT2,ENSG00000091879,2,2,Angiopoietin-2 (ANG-2),Secreted,squamous epithelial cell;blood vessel endothelial cell;vein endothelial cell;endothelial cell of umbilical vein;endothelial cell of artery;capillary endothelial cell;prostate gland microvascular endothelial cell;medullary thymic epithelial cell;endothelial cell;endothelial cell of vascular tree;endothelial cell of lymphatic vessel;endothelial cell of uterus;surface ectodermal cell;muscle cell;smooth muscle cell;trophoblast giant cell,ANGPT
ANGPTL2,ENSG00000136859,3,3,Angiopoietin-related protein 2 (Angiopoietin-like protein 2),Secreted,endosteal cell;skin fibroblast,ANGPTL
ANGPTL3,ENSG00000132855,3,3,Angiopoietin-related protein 3 (Angiopoietin-5) (ANG-5) (Angiopoietin-like protein 3),Secreted,hepatoblast,ANGPTL
ANGPTL4,ENSG00000167772,3,3,Angiopoietin-related protein 4 (Angiopoietin-like protein 4) (Hepatic fibrinogen/angiopoietin-related protein) (HFARP),Secreted,endothelial tip cell;respiratory epithelial cell;epithelial cell of lower respiratory tract;club cell;mature astrocyte;subcutaneous fat cell;epicardial adipocyte,ANGPTL
ANGPTL6,ENSG00000130812,3,3,Angiopoietin-related protein 6 (Angiopoietin-like protein 6) (Angiopoietin-related growth factor) (Angiopoietin-related protein 5),Secreted,,
ANGPTL7,ENSG00000171819,4,4,Angiopoietin-related protein 7 (Angiopoietin-like factor) (Angiopoietin-like protein 7) (Cornea-derived transcript 6 protein),Secreted,skin fibroblast,ANGPTL
ANGPTL8,ENSG00000130173,3,3,Angiopoietin-like protein 8 (Betatrophin) (Lipasin) (Refeeding-induced fat and liver protein),Secreted,subcutaneous fat cell,
ANK1,ENSG00000029534,3,3,Ankyrin-1 (ANK-1) (Ankyrin-R) (Erythrocyte ankyrin),Sarcoplasmic reticulum,erythrocyte;enucleate erythrocyte;erythroid lineage cell;reticulocyte;enucleated reticulocyte;erythroblast;primitive red blood cell,
ANKHD1,ENSG00000131503,3,3,Ankyrin repeat and KH domain-containing protein 1 (HIV-1 Vpr-binding ankyrin repeat protein) (Multiple ankyrin repeats single KH domain) (hMASK),Cytoplasm,,
ANKK1,ENSG00000170209,3,3,Ankyrin repeat and protein kinase domain-containing protein 1,,,
ANKRD13A,ENSG00000076513,3,3,Ankyrin repeat domain-containing protein 13A (Protein KE03),Cell membrane,germinal center B cell,
ANKRD13D,ENSG00000172932,2,2,Ankyrin repeat domain-containing protein 13D,Cell membrane,,
ANKRD17,ENSG00000132466,2,2,Ankyrin repeat domain-containing protein 17 (Gene trap ankyrin repeat protein) (Serologically defined breast cancer antigen NY-BR-16),Cytoplasm,,
ANKRD30A,ENSG00000148513,3,3,Ankyrin repeat domain-containing protein 30A (Serologically defined breast cancer antigen NY-BR-1),,epithelial cell;duct epithelial cell;luminal epithelial cell of mammary gland;mammary gland epithelial cell,
ANKRD40,ENSG00000154945,2,2,Ankyrin repeat domain-containing protein 40,,,
ANKRD44,ENSG00000065413,2,2,Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit B (PP6-ARS-B) (Serine/threonine-protein phosphatase 6 regulatory subunit ARS-B) (Ankyrin repeat domain-containing protein 44),,tissue-resident macrophage;Kupffer cell;central nervous system macrophage;mature microglial cell;melanocyte of skin,
ANKRD6,ENSG00000135299,2,2,Ankyrin repeat domain-containing protein 6 (Diversin),,type B pancreatic cell,
ANKS1A,ENSG00000064999,2,2,Ankyrin repeat and SAM domain-containing protein 1A (Odin),Cytoplasm;Cell projection,endothelial cell of sinusoid;endothelial cell of hepatic sinusoid;endothelial cell of pericentral hepatic sinusoid;hepatic stellate cell,
ANKS6,ENSG00000165138,3,3,Ankyrin repeat and SAM domain-containing protein 6 (Ankyrin repeat domain-containing protein 14) (SamCystin) (Sterile alpha motif domain-containing protein 6) (SAM domain-containing protein 6),Cell projection,,
ANKZF1,ENSG00000163516,3,3,tRNA endonuclease ANKZF1,Cytoplasm,,
ANO1,ENSG00000131620,3,3,Anoctamin-1 (Discovered on gastrointestinal stromal tumors protein 1) (Oral cancer overexpressed protein 2) (Transmembrane protein 16A) (Tumor-amplified and overexpressed sequence 2),Apical cell membrane,basal cell;interstitial cell of Cajal,
ANO3,ENSG00000134343,3,3,Anoctamin-3 (Transmembrane protein 16C),Cell membrane,renal interstitial pericyte;kidney interstitial cell,
ANP32E,ENSG00000143401,3,3,Acidic leucine-rich nuclear phosphoprotein 32 family member E (LANP-like protein) (LANP-L),Cytoplasm,"double-positive, alpha-beta thymocyte;T-helper 17 cell;DN4 thymocyte;CD34-positive, CD56-positive, CD117-positive common innate lymphoid precursor, human;fraction A pre-pro B cell;myeloid lineage restricted progenitor cell",
ANPEP,ENSG00000166825,4,3,Aminopeptidase N (AP-N) (hAPN),Cell membrane,intestinal crypt stem cell of small intestine;ciliated epithelial cell;enterocyte;enterocyte of epithelium of large intestine;enterocyte of colon;enterocyte of epithelium of small intestine;enterocyte of epithelium proper of ileum;intrahepatic cholangiocyte;columnar/cuboidal epithelial cell;pancreatic acinar cell;enteroendocrine cell of small intestine;M cell of gut;intestinal epithelial cell;epithelial cell of large intestine;colon epithelial cell;epithelial cell of small intestine;respiratory epithelial cell;epithelial cell of lower respiratory tract;club cell;transit amplifying cell of small intestine,
ANXA10,ENSG00000109511,3,3,Annexin A10 (Annexin-10) (Annexin-14),,paneth cell;paneth cell of epithelium of small intestine,
ANXA2,ENSG00000182718,3,2,Annexin A2 (Annexin II) (Annexin-2) (Calpactin I heavy chain) (Calpactin-1 heavy chain) (Chromobindin-8) (Lipocortin II) (Placental anticoagulant protein IV) (PAP-IV) (Protein I) (p36),Secreted,basal cell of epithelium of bronchus;pancreatic ductal cell;epithelial cell of alveolus of lung;pneumocyte;type I pneumocyte;bronchial epithelial cell;epithelial cell of urethra;conjunctival epithelial cell;T cell,
ANXA3,ENSG00000138772,3,3,"Annexin A3 (35-alpha calcimedin) (Annexin III) (Annexin-3) (Inositol 1,2-cyclic phosphate 2-phosphohydrolase) (Lipocortin III) (Placental anticoagulant protein III) (PAP-III)",,pancreatic ductal cell;epithelial cell of lung;epithelial cell of alveolus of lung;pneumocyte;type I pneumocyte;epithelial cell of uterus;immature neutrophil;myelocyte;tracheobronchial serous cell,
ANXA5,ENSG00000164111,3,2,Annexin A5 (Anchorin CII) (Annexin V) (Annexin-5) (Calphobindin I) (CPB-I) (Endonexin II) (Lipocortin V) (Placental anticoagulant protein 4) (PP4) (Placental anticoagulant protein I) (PAP-I) (Thromboplastin inhibitor) (Vascular anticoagulant-alpha) (VAC-alpha),,skeletal muscle satellite stem cell;pancreatic PP cell;PP cell;ovarian surface epithelial cell;elicited macrophage;alternatively activated macrophage;myeloid leukocyte;myeloid cell;fibroblast of mammary gland;fibroblast of connective tissue of glandular part of prostate;fibroblast of breast,
