gene,gene_id,num_codewords,num_probesets,full_name,location,cell_type,cellchat_pathway,immune_specificity,immune_pathway,exclude_recommended,detection_pct_0041323,detection_pct_0041326
CD207,ENSG00000116031,3,3,C-type lectin domain family 4 member K (Langerin) (CD antigen CD207),Membrane,mononuclear phagocyte;Langerhans cell,,1,FALSE,no,0.065,0.053
CD22,ENSG00000012124,3,3,B-cell receptor CD22 (B-lymphocyte cell adhesion molecule) (BL-CAM) (Sialic acid-binding Ig-like lectin 2) (Siglec-2) (T-cell surface antigen Leu-14) (CD antigen CD22),Cell membrane,"professional antigen presenting cell;dendritic cell, human;mature B cell;memory B cell;unswitched memory B cell;class switched memory B cell;IgG memory B cell;IgG-negative class switched memory B cell;naive B cell;B-1b B cell;follicular B cell;germinal center B cell;B cell;immature B cell;transitional stage B cell",CD45,1,FALSE,no,0.214,0.261
CD244,ENSG00000122223,3,3,Natural killer cell receptor 2B4 (NK cell activation-inducing ligand) (NAIL) (NK cell type I receptor protein 2B4) (NKR2B4) (h2B4) (SLAM family member 4) (SLAMF4) (Signaling lymphocytic activation molecule 4) (CD antigen CD244),Membrane,innate lymphoid cell;natural killer cell,,1,FALSE,no,0.062,0.147
CD300A,ENSG00000167851,3,3,CMRF35-like molecule 8 (CLM-8) (CD300 antigen-like family member A) (CMRF-35-H9) (CMRF35-H9) (CMRF35-H) (IRC1/IRC2) (Immunoglobulin superfamily member 12) (IgSF12) (Inhibitory receptor protein 60) (IRp60) (NK inhibitory receptor) (CD antigen CD300a),Cell membrane,"colon macrophage;innate lymphoid cell;natural killer cell;CD16-negative, CD56-bright natural killer cell, human;CD16-positive, CD56-dim natural killer cell, human;decidual natural killer cell, human;ILC1, human",,1,FALSE,no,1.536,1.941
CD300E,ENSG00000186407,3,3,CMRF35-like molecule 2 (CLM-2) (CD300 antigen-like family member E) (CMRF35-A5) (Immune receptor expressed on myeloid cells 2) (IREM-2) (Polymeric immunoglobulin receptor 2) (PIgR-2) (PIgR2) (Poly-Ig receptor 2) (CD antigen CD300e),Cell membrane,"phagocyte;classical monocyte;CD14-positive, CD16-negative classical monocyte;myeloid leukocyte;monocyte;CD14-positive monocyte;CD14-positive, CD16-positive monocyte;intermediate monocyte;mononuclear cell;mature NK T cell;myeloid cell",,0.909090909090909,FALSE,no,0.315,0.328
CD33,ENSG00000105383,3,3,Myeloid cell surface antigen CD33 (Sialic acid-binding Ig-like lectin 3) (Siglec-3) (gp67) (CD antigen CD33),Peroxisome,eosinophil;dendritic cell;conventional dendritic cell;macrophage dendritic cell progenitor;common myeloid progenitor,,1,FALSE,no,0.267,0.52
CD3G,ENSG00000160654,3,5,T-cell surface glycoprotein CD3 gamma chain (T-cell receptor T3 gamma chain) (CD antigen CD3g),Cell membrane,"hematopoietic cell;leukocyte;mononuclear cell;lymphocyte;T cell;alpha-beta T cell;immature alpha-beta T cell;double-positive, alpha-beta thymocyte;mature alpha-beta T cell;CD4-positive, alpha-beta T cell;T-helper 2 cell;CD4-positive, CD25-positive, alpha-beta regulatory T cell;naive regulatory T cell;memory regulatory T cell;activated CD4-positive, alpha-beta T cell, human;CD4-positive, alpha-beta cytotoxic T cell;effector CD4-positive, alpha-beta T cell;CD8-positive, alpha-beta T cell;CD8-positive, alpha-beta cytotoxic T cell;activated CD8-positive, alpha-beta T cell, human;CD8-positive, alpha-beta memory T cell;effector memory CD8-positive, alpha-beta T cell, terminally differentiated;CD8-positive, alpha-beta memory T cell, CD45RO-positive;effector memory CD8-positive, alpha-beta T cell;effector CD8-positive, alpha-beta T cell;CD8-alpha-alpha-positive, alpha-beta intraepithelial T cell;mature NK T cell;mucosal invariant T cell;gamma-delta T cell;mature gamma-delta T cell;mature T cell;intraepithelial lymphocyte;immature T cell;thymocyte;double negative thymocyte;DN3 thymocyte;double negative T regulatory cell;DN1 thymic pro-T cell",,0.921052631578947,FALSE,no,0.145,0.148
CD5,ENSG00000110448,3,3,T-cell surface glycoprotein CD5 (Lymphocyte antigen T1/Leu-1) (CD antigen CD5),Cell membrane,"mononuclear cell;lymphocyte;T cell;alpha-beta T cell;mature alpha-beta T cell;CD4-positive, alpha-beta T cell;CD4-positive helper T cell;T-helper 22 cell;T follicular helper cell;CD4-positive, CD25-positive, alpha-beta regulatory T cell;naive regulatory T cell;naive thymus-derived CD4-positive, alpha-beta T cell;activated CD4-positive, alpha-beta T cell;CD4-positive, alpha-beta memory T cell;CD4-positive, alpha-beta memory T cell, CD45RO-positive;central memory CD4-positive, alpha-beta T cell;effector memory CD4-positive, alpha-beta T cell;CD4-positive, alpha-beta cytotoxic T cell;effector CD4-positive, alpha-beta T cell;CD8-positive, alpha-beta T cell;CD8-alpha-beta-positive, alpha-beta intraepithelial T cell;CD8-alpha-alpha-positive, alpha-beta intraepithelial T cell;CD8-alpha alpha positive, gamma-delta intraepithelial T cell;mature T cell;memory T cell;regulatory T cell;DN4 thymocyte;double negative T regulatory cell",,0.857142857142857,FALSE,no,0.15,0.165
CD55,ENSG00000196352,2,2,Complement decay-accelerating factor (CD antigen CD55),Cell membrane,epithelial cell of lacrimal sac;type I pneumocyte;respiratory goblet cell;tracheal goblet cell;paneth cell of epithelium of small intestine;urothelial cell;bladder urothelial cell;conjunctival epithelial cell;neutrophil;serous cell of epithelium of trachea;bladder cell,ADGRE,0.272727272727273,TRUE,no,3.817,3.838
CD58,ENSG00000116815,3,3,Lymphocyte function-associated antigen 3 (Ag3) (Surface glycoprotein LFA-3) (CD antigen CD58),Cell membrane,"myeloid dendritic cell, human",,1,FALSE,no,3.112,3.298
CD6,ENSG00000013725,3,3,T-cell differentiation antigen CD6 (T12) (TP120) (CD antigen CD6),Cell membrane,"leukocyte;mononuclear cell;lymphocyte;T cell;alpha-beta T cell;mature alpha-beta T cell;CD4-positive, alpha-beta T cell;CD4-positive helper T cell;T-helper 1 cell;T-helper 22 cell;T follicular helper cell;naive thymus-derived CD4-positive, alpha-beta T cell;activated CD4-positive, alpha-beta T cell;activated CD4-positive, alpha-beta T cell, human;CD4-positive, alpha-beta memory T cell;CD4-positive, alpha-beta memory T cell, CD45RO-positive;central memory CD4-positive, alpha-beta T cell;effector memory CD4-positive, alpha-beta T cell;CD4-positive, alpha-beta cytotoxic T cell;effector CD4-positive, alpha-beta T cell;CD8-positive, alpha-beta T cell;CD8-positive, alpha-beta cytotoxic T cell;naive thymus-derived CD8-positive, alpha-beta T cell;mucosal invariant T cell;mature T cell;memory T cell;naive T cell;DN4 thymocyte",CD6,0.857142857142857,FALSE,no,0.225,0.232
CD7,ENSG00000173762,2,2,T-cell antigen CD7 (GP40) (T-cell leukemia antigen) (T-cell surface antigen Leu-9) (TP41) (CD antigen CD7),Membrane,"hematopoietic cell;leukocyte;mononuclear cell;lymphocyte;T cell;naive thymus-derived CD8-positive, alpha-beta T cell;CD8-positive, alpha-beta cytokine secreting effector T cell;CD8-alpha-beta-positive, alpha-beta intraepithelial T cell;CD8-alpha-alpha-positive, alpha-beta intraepithelial T cell;gamma-delta T cell;CD8-alpha alpha positive, gamma-delta intraepithelial T cell;exhausted T cell;intraepithelial lymphocyte;immature T cell;thymocyte;double negative thymocyte;innate lymphoid cell;natural killer cell;immature natural killer cell;CD16-negative, CD56-bright natural killer cell, human;CD16-positive, CD56-dim natural killer cell, human;decidual natural killer cell, human;ILC1, human;group 2 innate lymphoid cell;group 2 innate lymphoid cell, human;group 3 innate lymphoid cell;CD34-positive, CD56-positive, CD117-positive common innate lymphoid precursor, human;lymphoid lineage restricted progenitor cell;pro-T cell;early T lineage precursor",,0.9,FALSE,no,0.109,0.249
CD72,ENSG00000137101,3,3,B-cell differentiation antigen CD72 (Lyb-2) (CD antigen CD72),Membrane,mature B cell;unswitched memory B cell;naive B cell;B-1a B cell;B-1b B cell;follicular B cell;germinal center B cell;mononuclear cell;lymphocyte;B cell;immature B cell;precursor B cell;small pre-B-II cell;large pre-B-II cell;pre-B-I cell,SEMA4,0.933333333333333,FALSE,no,0.163,0.189
CD82,ENSG00000085117,3,3,CD82 antigen (C33 antigen) (IA4) (Inducible membrane protein R2) (Metastasis suppressor Kangai-1) (Suppressor of tumorigenicity 6 protein) (Tetraspanin-27) (Tspan-27) (CD antigen CD82),Cell membrane,"hematopoietic stem cell;CD34-positive, CD38-negative hematopoietic stem cell;follicular dendritic cell;eosinophil;erythroid progenitor cell, mammalian;basophil mast progenitor cell;pro-T cell;early T lineage precursor",,0.75,FALSE,no,5.534,6.383
CD84,ENSG00000066294,3,3,SLAM family member 5 (Cell surface antigen MAX.3) (Hly9-beta) (Leukocyte differentiation antigen CD84) (Signaling lymphocytic activation molecule 5) (CD antigen CD84),Cell membrane,osteoclast;basophil;eosinophil;common myeloid progenitor,,0.75,FALSE,no,1.099,1.503
CDCA3,ENSG00000111665,3,3,Cell division cycle-associated protein 3 (Gene-rich cluster protein C8) (Trigger of mitotic entry protein 1) (TOME-1),Cytoplasm,pro-B cell,,1,FALSE,no,0.235,0.153
CELSR1,ENSG00000075275,3,3,Cadherin EGF LAG seven-pass G-type receptor 1 (Cadherin family member 9) (Flamingo homolog 2) (hFmi2),Cell membrane,lung goblet cell,,1,FALSE,no,0.312,0.5
CEP55,ENSG00000138180,3,3,Centrosomal protein of 55 kDa (Cep55) (Up-regulated in colon cancer 6),Cytoplasm,DN4 thymocyte,,1,FALSE,no,0.374,0.197
CFP,ENSG00000126759,3,3,Properdin (Complement factor P),Secreted,"phagocyte;colon macrophage;classical monocyte;CD14-positive, CD16-negative classical monocyte;hematopoietic cell;granulocyte;leukocyte;professional antigen presenting cell;dendritic cell;conventional dendritic cell;Langerhans cell;myeloid dendritic cell;CD1c-positive myeloid dendritic cell;dendritic cell, human;myeloid leukocyte;monocyte;non-classical monocyte;CD14-low, CD16-positive monocyte;CD14-positive monocyte;CD14-positive, CD16-positive monocyte;mononuclear cell;peripheral blood mononuclear cell;myeloid cell;promonocyte;myelocyte;myeloid lineage restricted progenitor cell;granulocytopoietic cell",,0.851851851851852,FALSE,no,0.317,0.316
CGB3,ENSG00000104827,2,2,Chorionic gonadotropin beta subunit 3 (Chorionic gonadotropin beta subunit 4),Secreted,syncytiotrophoblast cell,,1,FALSE,no,0.162,0.149
CHODL,ENSG00000154645,3,3,Chondrolectin (Transmembrane protein MT75),Cytoplasm,trophoblast giant cell,,1,FALSE,no,0.08,0.033
CIITA,ENSG00000179583,3,3,MHC class II transactivator (CIITA),Nucleus,professional antigen presenting cell;dendritic cell;CD141-positive myeloid dendritic cell;conventional dendritic cell;Langerhans cell;myeloid dendritic cell;CD1c-positive myeloid dendritic cell,,1,FALSE,no,1.157,3.553
CKS2,ENSG00000123975,3,3,Cyclin-dependent kinases regulatory subunit 2 (CKS-2),,fraction A pre-pro B cell,,1,FALSE,no,0.507,0.375
CLEC4A,ENSG00000111729,3,3,C-type lectin domain family 4 member A (C-type lectin DDB27) (C-type lectin superfamily member 6) (Dendritic cell immunoreceptor) (Lectin-like immunoreceptor) (CD antigen CD367),Cell membrane,mononuclear phagocyte;osteoclast;dendritic cell;conventional dendritic cell;Langerhans cell,,0.8,FALSE,no,0.949,1.124
CLEC4C,ENSG00000198178,3,3,C-type lectin domain family 4 member C (Blood dendritic cell antigen 2) (BDCA-2) (C-type lectin superfamily member 7) (Dendritic lectin) (CD antigen CD303),Cell membrane,"dendritic cell;plasmacytoid dendritic cell;plasmacytoid dendritic cell, human;dendritic cell, human",,1,FALSE,no,0.047,
CLEC7A,ENSG00000172243,3,3,C-type lectin domain family 7 member A (Beta-glucan receptor) (C-type lectin superfamily member 12) (Dendritic cell-associated C-type lectin 1) (DC-associated C-type lectin 1) (Dectin-1) (CD antigen CD369),Cell membrane,"phagocyte;macrophage;alveolar macrophage;colon macrophage;mononuclear phagocyte;classical monocyte;CD14-positive, CD16-negative classical monocyte;basophil;neutrophil;leukocyte;professional antigen presenting cell;dendritic cell;plasmacytoid dendritic cell;CD141-positive myeloid dendritic cell;conventional dendritic cell;CD1c-positive myeloid dendritic cell;myeloid leukocyte;monocyte;non-classical monocyte;CD14-low, CD16-positive monocyte;CD14-positive monocyte;CD14-positive, CD16-positive monocyte;intermediate monocyte;peripheral blood mononuclear cell;myeloid cell",,0.96,FALSE,no,0.686,0.97
CLEC9A,ENSG00000197992,3,3,C-type lectin domain family 9 member A (CD antigen CD370),Membrane,"mononuclear phagocyte;CD141-positive myeloid dendritic cell;conventional dendritic cell;myeloid dendritic cell, human;dendritic cell, human",,1,FALSE,no,0.065,0.228
CMA1,ENSG00000092009,3,3,Chymase,Secreted;Cytoplasmic granule,basophil;mast cell;mucosal type mast cell,,1,FALSE,no,0.041,0.027
CNR2,ENSG00000188822,3,3,Cannabinoid receptor 2 (CB-2) (CB2) (hCB2) (CX5),Cell membrane,follicular B cell;transitional stage B cell,2-AG,1,FALSE,no,0.04,0.02
CORO1C,ENSG00000110880,3,3,Coronin-1C (Coronin-3) (hCRNN4),Cell membrane,alveolar macrophage;lung macrophage,,1,FALSE,no,7.411,6.362
CPA5,ENSG00000158525,3,3,Carboxypeptidase A5,Secreted,"central memory CD8-positive, alpha-beta T cell",,1,FALSE,no,0.029,0.014
CPVL,ENSG00000106066,2,2,Probable serine carboxypeptidase CPVL,,"mononuclear phagocyte;professional antigen presenting cell;dendritic cell;CD141-positive myeloid dendritic cell;conventional dendritic cell;myeloid dendritic cell;myeloid dendritic cell, human;CD1c-positive myeloid dendritic cell;liver dendritic cell;CD14-positive, CD16-positive monocyte",,1,FALSE,no,0.909,1.409
CR2,ENSG00000117322,3,3,Complement receptor type 2 (Cr2) (Complement C3d receptor) (Epstein-Barr virus receptor) (EBV receptor) (CD antigen CD21),Cell membrane,follicular dendritic cell;mature B cell;memory B cell;follicular B cell;B cell,COMPLEMENT;CD23,1,TRUE,no,0.059,0.05
CREG1,ENSG00000143162,3,3,Protein CREG1 (Cellular repressor of E1A-stimulated genes 1),Secreted,intestinal tuft cell;tuft cell of colon;elicited macrophage;alternatively activated macrophage;Hofbauer cell,,0.8,FALSE,no,18.053,15.362
CRTAM,ENSG00000109943,3,3,Cytotoxic and regulatory T-cell molecule (Class-I MHC-restricted T-cell-associated molecule) (CD antigen CD355),Cell membrane,"mononuclear cell;lymphocyte;T cell;alpha-beta T cell;mature alpha-beta T cell;activated CD8-positive, alpha-beta T cell;CD8-positive, alpha-beta memory T cell;effector memory CD8-positive, alpha-beta T cell, terminally differentiated;CD8-positive, alpha-beta memory T cell, CD45RO-positive;effector memory CD8-positive, alpha-beta T cell;CD8-alpha-alpha-positive, alpha-beta intraepithelial T cell;mature NK T cell;type I NK T cell;mucosal invariant T cell;gamma-delta T cell;CD8-alpha alpha positive, gamma-delta intraepithelial T cell;mature T cell;intraepithelial lymphocyte;CD16-negative, CD56-bright natural killer cell, human",CADM,0.947368421052632,FALSE,no,0.065,0.071
CSF2,ENSG00000164400,3,3,Granulocyte-macrophage colony-stimulating factor (GM-CSF) (Colony-stimulating factor) (CSF) (Molgramostin) (Sargramostim),Secreted,"endothelial cell of umbilical vein;T-helper 1 cell;activated CD4-positive, alpha-beta T cell;activated CD8-positive, alpha-beta T cell;type I NK T cell;group 3 innate lymphoid cell",IL4,0.666666666666667,TRUE,no,0.024,
CSF2RA,ENSG00000198223,3,3,Granulocyte-macrophage colony-stimulating factor receptor subunit alpha (GM-CSF-R-alpha) (GMCSFR-alpha) (GMR-alpha) (CDw116) (CD antigen CD116),Cell membrane,"elicited macrophage;inflammatory macrophage;microglial cell;colon macrophage;mononuclear phagocyte;placental villous trophoblast;syncytiotrophoblast cell;professional antigen presenting cell;dendritic cell;conventional dendritic cell;Langerhans cell;myeloid dendritic cell, human",IL4,0.916666666666667,TRUE,no,0.526,0.921
CSF2RB,ENSG00000100368,3,3,Cytokine receptor common subunit beta (CDw131) (GM-CSF/IL-3/IL-5 receptor common beta subunit) (CD antigen CD131),Membrane,follicular dendritic cell;granulocyte;basophil;eosinophil;plasmacytoid dendritic cell;basophil mast progenitor cell,IL4,1,TRUE,no,0.365,0.478
CSF3R,ENSG00000119535,2,2,Granulocyte colony-stimulating factor receptor (G-CSF receptor) (G-CSF-R) (CD antigen CD114),Secreted,"classical monocyte;CD14-positive, CD16-negative classical monocyte;bone marrow cell;granulocyte monocyte progenitor cell;placental villous trophoblast;syncytiotrophoblast cell;blood cell;granulocyte;neutrophil;myeloid leukocyte;monocyte;CD14-positive monocyte;myeloid cell;promyelocyte",CSF3,0.714285714285714,FALSE,no,0.727,1.573
CSK,ENSG00000103653,3,3,Tyrosine-protein kinase CSK,Cytoplasm,"CD141-positive myeloid dendritic cell;myeloid dendritic cell;CD1c-positive myeloid dendritic cell;B-1a B cell;B-1b B cell;germinal center B cell;non-classical monocyte;CD14-low, CD16-positive monocyte;DN4 thymocyte;B cell;group 2 innate lymphoid cell",,1,FALSE,no,5.215,6.292
CTBP1,ENSG00000159692,5,3,C-terminal-binding protein 1 (CtBP1),Cytoplasm,DN4 thymocyte,,1,FALSE,no,26.8,26.39
CTSG,ENSG00000100448,2,2,Cathepsin G (CG),Cell membrane,bone marrow cell;granulocyte monocyte progenitor cell;basophil;eosinophil;neutrophil;immature neutrophil;mast cell;double negative thymocyte;promonocyte;promyelocyte;myelocyte;hematopoietic precursor cell;myeloid lineage restricted progenitor cell;granulocytopoietic cell;common myeloid progenitor,PARs;CTSG,0.733333333333333,FALSE,no,0.074,0.101
CX3CL1,ENSG00000006210,3,3,Fractalkine (C-X3-C motif chemokine 1) (CX3C membrane-anchored chemokine) (Neurotactin) (Small-inducible cytokine D1),Cell membrane,duct epithelial cell;luminal epithelial cell of mammary gland;squamous epithelial cell;blood vessel endothelial cell;vasa recta ascending limb cell;vasa recta descending limb cell;endothelial cell of artery;endothelial cell;endothelial cell of vascular tree;mammary gland epithelial cell,CX3C,0.2,TRUE,no,2.797,1.965
CYBA,ENSG00000051523,3,2,Cytochrome b-245 light chain (Cytochrome b(558) alpha chain) (Cytochrome b558 subunit alpha) (Neutrophil cytochrome b 22 kDa polypeptide) (Superoxide-generating NADPH oxidase light chain subunit) (p22 phagocyte B-cytochrome) (p22-phox) (p22phox),Cell membrane,"plasmacytoid dendritic cell;plasmacytoid dendritic cell, human;dendritic cell, human;activated CD8-positive, alpha-beta T cell, human;plasma cell;IgG plasma cell;IgA plasma cell",,1,FALSE,no,8.835,6.415
CYBB,ENSG00000165168,2,2,Cytochrome b-245 heavy chain,Cell membrane,"phagocyte;macrophage;alveolar macrophage;lung macrophage;classical monocyte;CD14-positive, CD16-negative classical monocyte;hematopoietic cell;granulocyte;immature neutrophil;leukocyte;professional antigen presenting cell;plasmacytoid dendritic cell, human;myeloid leukocyte;monocyte;non-classical monocyte;CD14-low, CD16-positive monocyte;CD14-positive monocyte;CD14-positive, CD16-positive monocyte;intermediate monocyte;myeloid cell;promonocyte;myelocyte;granulocytopoietic cell",,0.91304347826087,FALSE,no,3.063,4.606
