gene,category,rationale,exclude_recommended,in_5K_reference,gene_id,full_name,location,cell_type,cellchat_pathway,detection_pct_0041435,detection_pct_0041534,n_cells_0041435,n_cells_0041534,log2_detection_ratio_0041534_over_0041435,HALLMARK,REACTOME,KEGG,n_pathways
ADAM12,,,no,True,ENSG00000148848,Disintegrin and metalloproteinase domain-containing protein 12 (ADAM 12),Secreted,preosteoblast;trophoblast giant cell;extravillous trophoblast;preadipocyte;brown preadipocyte;white fat cell;mesangial cell,,0.635,0.499,2945,1206,-0.347,Epithelial Mesenchymal Transition; Myogenesis,Extracellular Matrix Organization R-HSA-1474244; Signal Transduction R-HSA-162582; Signaling By EGFR R-HSA-177929; Signaling By Receptor Tyrosine Kinases R-HSA-9006934,,6
ADAM9,,,no,True,ENSG00000168615,Disintegrin and metalloproteinase domain-containing protein 9 (ADAM 9),Secreted,salivary gland cell,,2.075,1.73,9630,4181,-0.262,Apical Junction; Coagulation; Complement,Collagen Degradation R-HSA-1442490; Degradation Of Extracellular Matrix R-HSA-1474228; Extracellular Matrix Organization R-HSA-1474244,,6
ADAMTS19,,,no,True,ENSG00000145808,A disintegrin and metalloproteinase with thrombospondin motifs 19 (ADAM-TS 19) (ADAM-TS19) (ADAMTS-19),Secreted,interstitial cell of Cajal;taste receptor cell;cortical cell of adrenal gland;kidney glomerular epithelial cell;podocyte;sympathetic neuron,,0.037,0.072,171,175,0.975,,Defective B3GALTL Causes PpS R-HSA-5083635; Disease R-HSA-1643685; Diseases Associated With O-glycosylation Of Proteins R-HSA-3906995; Diseases Of Glycosylation R-HSA-3781865; Diseases Of Metabolism R-HSA-5668914; Metabolism Of Proteins R-HSA-392499; O-glycosylation Of TSR Domain-Containing Proteins R-HSA-5173214; O-linked Glycosylation R-HSA-5173105; Post-translational Protein Modification R-HSA-597592,,9
ADAMTS5,,,no,True,ENSG00000154736,A disintegrin and metalloproteinase with thrombospondin motifs 5 (ADAM-TS 5) (ADAM-TS5) (ADAMTS-5),Secreted,mesenchymal stem cell,,0.341,0.298,1584,720,-0.196,Apical Junction,Defective B3GALTL Causes PpS R-HSA-5083635; Degradation Of Extracellular Matrix R-HSA-1474228; Disease R-HSA-1643685; Diseases Associated With O-glycosylation Of Proteins R-HSA-3906995; Diseases Of Glycosylation R-HSA-3781865; Diseases Of Metabolism R-HSA-5668914; Extracellular Matrix Organization R-HSA-1474244; Metabolism Of Proteins R-HSA-392499; O-glycosylation Of TSR Domain-Containing Proteins R-HSA-5173214; O-linked Glycosylation R-HSA-5173105; Post-translational Protein Modification R-HSA-597592,,12
ADCY3,,,no,False,,,,,,8.191,4.7,38016,11359,-0.802,,,"Adrenergic signaling in cardiomyocytes; Aldosterone synthesis and secretion; Apelin signaling pathway; Bile secretion; Calcium signaling pathway; Chemical carcinogenesis; Chemokine signaling pathway; Cholinergic synapse; Circadian entrainment; Cortisol synthesis and secretion; Cushing syndrome; Dilated cardiomyopathy; Estrogen signaling pathway; GABAergic synapse; Gap junction; Gastric acid secretion; Glutamatergic synapse; GnRH signaling pathway; Growth hormone synthesis, secretion and action; Human T-cell leukemia virus 1 infection; Human cytomegalovirus infection; Inflammatory mediator regulation of TRP channels; Insulin secretion; Longevity regulating pathway; Melanogenesis; Morphine addiction; Olfactory transduction; Oocyte meiosis; Ovarian steroidogenesis; Oxytocin signaling pathway; Pancreatic secretion; Parathyroid hormone synthesis, secretion and action; Pathways in cancer; Phospholipase D signaling pathway; Platelet activation; Progesterone-mediated oocyte maturation; Purine metabolism; Rap1 signaling pathway; Regulation of lipolysis in adipocytes; Relaxin signaling pathway; Retrograde endocannabinoid signaling; Salivary secretion; Thermogenesis; Thyroid hormone synthesis; Vascular smooth muscle contraction; Vasopressin-regulated water reabsorption; Vibrio cholerae infection; cAMP signaling pathway; cGMP-PKG signaling pathway",49
ADCYAP1,,,no,True,ENSG00000141433,Pituitary adenylate cyclase-activating polypeptide (PACAP),Secreted,type B pancreatic cell;enteroendocrine cell;endocrine cell;basophil;mast cell,PACAP,0.056,0.064,262,155,0.184,Spermatogenesis,ADORA2B Mediated Anti-Inflammatory Cytokine Production R-HSA-9660821; Activation Of TRKA Receptors R-HSA-187015; Anti-inflammatory Response Favoring Leishmania Infection R-HSA-9662851; Class B/2 (Secretin Family Receptors) R-HSA-373080; Disease R-HSA-1643685; G Alpha (S) Signaling Events R-HSA-418555; GPCR Downstream Signaling R-HSA-388396; GPCR Ligand Binding R-HSA-500792; Glucagon-type Ligand Receptors R-HSA-420092; Infectious Disease R-HSA-5663205; Leishmania Infection R-HSA-9658195; NGF-independant TRKA Activation R-HSA-187024; Signal Transduction R-HSA-162582; Signaling By GPCR R-HSA-372790; Signaling By NTRK1 (TRKA) R-HSA-187037; Signaling By NTRKs R-HSA-166520; Signaling By Receptor Tyrosine Kinases R-HSA-9006934,Circadian entrainment; Insulin secretion; Neuroactive ligand-receptor interaction; Renin secretion; cAMP signaling pathway,23
ADCYAP1R1,,,no,True,ENSG00000078549,Pituitary adenylate cyclase-activating polypeptide type I receptor (PACAP type I receptor) (PACAP-R-1) (PACAP-R1),Cell membrane,,PACAP,0.123,0.179,570,433,0.545,,ADORA2B Mediated Anti-Inflammatory Cytokine Production R-HSA-9660821; Activation Of TRKA Receptors R-HSA-187015; Anti-inflammatory Response Favoring Leishmania Infection R-HSA-9662851; Class B/2 (Secretin Family Receptors) R-HSA-373080; Disease R-HSA-1643685; G Alpha (S) Signaling Events R-HSA-418555; GPCR Downstream Signaling R-HSA-388396; GPCR Ligand Binding R-HSA-500792; Glucagon-type Ligand Receptors R-HSA-420092; Infectious Disease R-HSA-5663205; Leishmania Infection R-HSA-9658195; NGF-independant TRKA Activation R-HSA-187024; Signal Transduction R-HSA-162582; Signaling By GPCR R-HSA-372790; Signaling By NTRK1 (TRKA) R-HSA-187037; Signaling By NTRKs R-HSA-166520; Signaling By Receptor Tyrosine Kinases R-HSA-9006934,Circadian entrainment; Insulin secretion; Neuroactive ligand-receptor interaction; Renin secretion; cAMP signaling pathway,22
ADD1,,,no,True,ENSG00000087274,Alpha-adducin (Erythrocyte adducin subunit alpha),Cytoplasm,neuronal receptor cell;photoreceptor cell;eye photoreceptor cell;retinal rod cell,,12.723,8.669,59045,20953,-0.553,Apoptosis; heme Metabolism,Apoptosis R-HSA-109581; Apoptotic Cleavage Of Cellular Proteins R-HSA-111465; Apoptotic Execution Phase R-HSA-75153; Caspase-mediated Cleavage Of Cytoskeletal Proteins R-HSA-264870; Cellular Responses To Stimuli R-HSA-8953897; Cellular Responses To Stress R-HSA-2262752; IRE1alpha Activates Chaperones R-HSA-381070; Miscellaneous Transport And Binding Events R-HSA-5223345; Programmed Cell Death R-HSA-5357801; Transport Of Small Molecules R-HSA-382551; Unfolded Protein Response (UPR) R-HSA-381119; XBP1(S) Activates Chaperone Genes R-HSA-381038,,14
ADGRA1,,,no,True,ENSG00000197177,Adhesion G protein-coupled receptor A1 (G-protein coupled receptor 123),Membrane,,,0.028,0.049,130,118,0.802,,,,0
ADGRA2,,,no,True,ENSG00000020181,Adhesion G protein-coupled receptor A2 (G-protein coupled receptor 124) (Tumor endothelial marker 5),Cell membrane,interstitial cell of Cajal;interstitial cell of ovary,ADGRA,1.691,2.406,7850,5814,0.508,KRAS Signaling Up,,,1
ADGRB1,,,no,True,ENSG00000181790,Adhesion G protein-coupled receptor B1 (Brain-specific angiogenesis inhibitor 1),Cell membrane,,ADGRB,0.374,0.376,1736,908,0.006,,,p53 signaling pathway,1
ADGRB2,,,no,True,ENSG00000121753,Adhesion G protein-coupled receptor B2 (Brain-specific angiogenesis inhibitor 2),Cell membrane,,ADGRB,1.74,0.698,8076,1687,-1.318,,,,0
ADGRD2,,,no,True,ENSG00000180264,Adhesion G-protein coupled receptor D2 (G-protein coupled receptor 144) (G-protein coupled receptor PGR24),Membrane,ependymal cell,,0.028,0.098,128,238,1.836,,,,0
ADGRE1,,,no,True,ENSG00000174837,Adhesion G protein-coupled receptor E1 (EGF-like module receptor 1) (EGF-like module-containing mucin-like hormone receptor-like 1) (EMR1 hormone receptor),Cell membrane,,,0.348,0.363,1615,877,0.06,Inflammatory Response,Class B/2 (Secretin Family Receptors) R-HSA-373080; GPCR Ligand Binding R-HSA-500792; Signal Transduction R-HSA-162582; Signaling By GPCR R-HSA-372790,,5
ADGRG5,,,no,True,ENSG00000159618,Adhesion G-protein coupled receptor G5 (G-protein coupled receptor 114) (G-protein coupled receptor PGR27),Cell membrane,,,1.067,0.6,4954,1451,-0.83,,,,0
ADGRL1,,,no,True,ENSG00000072071,Adhesion G protein-coupled receptor L1 (Calcium-independent alpha-latrotoxin receptor 1) (CIRL-1) (Latrophilin-1) (Lectomedin-2),Cell membrane,,ADGRL,1.235,0.938,5731,2268,-0.396,,,,0
ADIPOQ,,,no,True,ENSG00000181092,"Adiponectin (30 kDa adipocyte complement-related protein) (Adipocyte complement-related 30 kDa protein) (ACRP30) (Adipocyte, C1q and collagen domain-containing protein) (Adipose most abundant gene transcript 1 protein) (apM-1) (Gelatin-binding protein)",Secreted,fat cell;white fat cell;brown fat cell;subcutaneous fat cell;adipocyte of breast;epicardial adipocyte;adipocyte of epicardial fat of left ventricle,ADIPONECTIN,0.062,0.219,289,530,1.816,Adipogenesis,AMPK Inhibits chREBP Transcriptional Activity R-HSA-163680; Developmental Biology R-HSA-1266738; Integration Of Energy Metabolism R-HSA-163685; Metabolism R-HSA-1430728; Transcriptional Regulation Of White Adipocyte Differentiation R-HSA-381340,AMPK signaling pathway; Adipocytokine signaling pathway; Longevity regulating pathway; Non-alcoholic fatty liver disease; PPAR signaling pathway; Type II diabetes mellitus,12
ADIPOR1,,,no,True,ENSG00000159346,Adiponectin receptor protein 1 (Progestin and adipoQ receptor family member 1) (Progestin and adipoQ receptor family member I),Cell membrane,erythrocyte;erythroid lineage cell;reticulocyte;enucleated reticulocyte,ADIPONECTIN,5.031,3.829,23349,9254,-0.394,heme Metabolism,AMPK Inhibits chREBP Transcriptional Activity R-HSA-163680; Integration Of Energy Metabolism R-HSA-163685; Metabolism R-HSA-1430728,AMPK signaling pathway; Adipocytokine signaling pathway; Longevity regulating pathway; Non-alcoholic fatty liver disease,8
ADIPOR2,,,no,True,ENSG00000006831,Adiponectin receptor protein 2 (Progestin and adipoQ receptor family member 2) (Progestin and adipoQ receptor family member II),Cell membrane,melanocyte;brown fat cell;epicardial adipocyte;adipocyte of epicardial fat of left ventricle,ADIPONECTIN,1.457,1.054,6763,2547,-0.468,Adipogenesis; Apical Surface; Fatty Acid Metabolism; mTORC1 Signaling,AMPK Inhibits chREBP Transcriptional Activity R-HSA-163680; Integration Of Energy Metabolism R-HSA-163685; Metabolism R-HSA-1430728,AMPK signaling pathway; Adipocytokine signaling pathway; Longevity regulating pathway; Non-alcoholic fatty liver disease,11
ADNP,,,no,True,ENSG00000101126,Activity-dependent neuroprotector homeobox protein (Activity-dependent neuroprotective protein),Nucleus,,,7.4,5.817,34344,14059,-0.347,,,,0
ADORA1,,,no,True,ENSG00000163485,Adenosine receptor A1,Cell membrane,,CD39;Adenosine,0.26,0.194,1208,470,-0.421,,Class A/1 (Rhodopsin-like Receptors) R-HSA-373076; G Alpha (I) Signaling Events R-HSA-418594; GPCR Downstream Signaling R-HSA-388396; GPCR Ligand Binding R-HSA-500792; Nucleotide-like (Purinergic) Receptors R-HSA-418038; Signal Transduction R-HSA-162582; Signaling By GPCR R-HSA-372790,Morphine addiction; Neuroactive ligand-receptor interaction; Regulation of lipolysis in adipocytes; Renin secretion; Sphingolipid signaling pathway; cAMP signaling pathway; cGMP-PKG signaling pathway,14
ADORA2A,,,no,True,ENSG00000128271,Adenosine receptor A2a,Cell membrane,,CD39;Adenosine,1.108,1.269,5141,3067,0.196,,ADORA2B Mediated Anti-Inflammatory Cytokine Production R-HSA-9660821; Activation Of TRKA Receptors R-HSA-187015; Anti-inflammatory Response Favoring Leishmania Infection R-HSA-9662851; Class A/1 (Rhodopsin-like Receptors) R-HSA-373076; Disease R-HSA-1643685; G Alpha (S) Signaling Events R-HSA-418555; GPCR Downstream Signaling R-HSA-388396; GPCR Ligand Binding R-HSA-500792; Infectious Disease R-HSA-5663205; Leishmania Infection R-HSA-9658195; Metabolism Of Proteins R-HSA-392499; NGF-independant TRKA Activation R-HSA-187024; Nucleotide-like (Purinergic) Receptors R-HSA-418038; Signal Transduction R-HSA-162582; Signaling By GPCR R-HSA-372790; Signaling By NTRK1 (TRKA) R-HSA-187037; Signaling By NTRKs R-HSA-166520; Signaling By Receptor Tyrosine Kinases R-HSA-9006934; Surfactant Metabolism R-HSA-5683826,Alcoholism; Calcium signaling pathway; Neuroactive ligand-receptor interaction; Parkinson disease; Rap1 signaling pathway; Vascular smooth muscle contraction; cAMP signaling pathway,26
ADORA2B,,,no,True,ENSG00000170425,Adenosine receptor A2b,Cell membrane,,CD39;Adenosine,0.069,0.086,322,209,0.318,Glycolysis; Hypoxia; Inflammatory Response; UV Response Dn,ADORA2B Mediated Anti-Inflammatory Cytokine Production R-HSA-9660821; Anti-inflammatory Response Favoring Leishmania Infection R-HSA-9662851; Class A/1 (Rhodopsin-like Receptors) R-HSA-373076; Disease R-HSA-1643685; G Alpha (S) Signaling Events R-HSA-418555; GPCR Downstream Signaling R-HSA-388396; GPCR Ligand Binding R-HSA-500792; Infectious Disease R-HSA-5663205; Leishmania Infection R-HSA-9658195; Metabolism Of Proteins R-HSA-392499; Nucleotide-like (Purinergic) Receptors R-HSA-418038; Signal Transduction R-HSA-162582; Signaling By GPCR R-HSA-372790; Surfactant Metabolism R-HSA-5683826,Alcoholism; Calcium signaling pathway; Neuroactive ligand-receptor interaction; Rap1 signaling pathway; Vascular smooth muscle contraction,23
ADORA3,,,no,True,ENSG00000282608,Adenosine receptor A3,Cell membrane,microglial cell,CD39;Adenosine,0.872,0.456,4049,1102,-0.936,,Class A/1 (Rhodopsin-like Receptors) R-HSA-373076; G Alpha (I) Signaling Events R-HSA-418594; GPCR Downstream Signaling R-HSA-388396; GPCR Ligand Binding R-HSA-500792; Nucleotide-like (Purinergic) Receptors R-HSA-418038; Signal Transduction R-HSA-162582; Signaling By GPCR R-HSA-372790,Neuroactive ligand-receptor interaction; Sphingolipid signaling pathway; cGMP-PKG signaling pathway,10
ADRA1B,,,no,True,ENSG00000170214,Alpha-1B adrenergic receptor (Alpha-1B adrenoreceptor) (Alpha-1B adrenoceptor),Nucleus membrane,,Adrenaline;Noradrenaline,0.051,0.059,236,143,0.218,Apical Junction,Adrenoceptors R-HSA-390696; Amine Ligand-Binding Receptors R-HSA-375280; Class A/1 (Rhodopsin-like Receptors) R-HSA-373076; G Alpha (12/13) Signaling Events R-HSA-416482; G Alpha (Q) Signaling Events R-HSA-416476; GPCR Downstream Signaling R-HSA-388396; GPCR Ligand Binding R-HSA-500792; Signal Transduction R-HSA-162582; Signaling By GPCR R-HSA-372790,Adrenergic signaling in cardiomyocytes; Calcium signaling pathway; Neuroactive ligand-receptor interaction; Salivary secretion; Vascular smooth muscle contraction; cGMP-PKG signaling pathway,16
ADRA1D,,,no,True,ENSG00000171873,Alpha-1D adrenergic receptor (Alpha-1A adrenergic receptor) (Alpha-1D adrenoreceptor) (Alpha-1D adrenoceptor) (Alpha-adrenergic receptor 1a),Cell membrane,,Adrenaline;Noradrenaline,0.038,0.041,176,100,0.126,,Adrenoceptors R-HSA-390696; Amine Ligand-Binding Receptors R-HSA-375280; Class A/1 (Rhodopsin-like Receptors) R-HSA-373076; G Alpha (12/13) Signaling Events R-HSA-416482; G Alpha (Q) Signaling Events R-HSA-416476; GPCR Downstream Signaling R-HSA-388396; GPCR Ligand Binding R-HSA-500792; Signal Transduction R-HSA-162582; Signaling By GPCR R-HSA-372790,Adrenergic signaling in cardiomyocytes; Calcium signaling pathway; Neuroactive ligand-receptor interaction; Salivary secretion; Vascular smooth muscle contraction; cGMP-PKG signaling pathway,15
ADRA2B,,,no,True,ENSG00000274286,Alpha-2B adrenergic receptor (Alpha-2 adrenergic receptor subtype C2) (Alpha-2B adrenoreceptor) (Alpha-2B adrenoceptor) (Alpha-2BAR),Cell membrane,,Adrenaline;Noradrenaline,0.271,0.126,1259,305,-1.104,Complement,"Adrenoceptors R-HSA-390696; Amine Ligand-Binding Receptors R-HSA-375280; Class A/1 (Rhodopsin-like Receptors) R-HSA-373076; G Alpha (I) Signaling Events R-HSA-418594; G Alpha (Z) Signaling Events R-HSA-418597; GPCR Downstream Signaling R-HSA-388396; GPCR Ligand Binding R-HSA-500792; Hemostasis R-HSA-109582; Platelet Activation, Signaling And Aggregation R-HSA-76002; Platelet Aggregation (Plug Formation) R-HSA-76009; Signal Transduction R-HSA-162582; Signaling By GPCR R-HSA-372790",Neuroactive ligand-receptor interaction; cGMP-PKG signaling pathway,15
ADRB1,,,no,True,ENSG00000043591,Beta-1 adrenergic receptor (Beta-1 adrenoreceptor) (Beta-1 adrenoceptor),Cell membrane,,Adrenaline;Noradrenaline,0.579,1.228,2689,2968,1.084,,ADORA2B Mediated Anti-Inflammatory Cytokine Production R-HSA-9660821; Adrenoceptors R-HSA-390696; Amine Ligand-Binding Receptors R-HSA-375280; Anti-inflammatory Response Favoring Leishmania Infection R-HSA-9662851; Class A/1 (Rhodopsin-like Receptors) R-HSA-373076; Disease R-HSA-1643685; G Alpha (S) Signaling Events R-HSA-418555; GPCR Downstream Signaling R-HSA-388396; GPCR Ligand Binding R-HSA-500792; Infectious Disease R-HSA-5663205; Leishmania Infection R-HSA-9658195; Signal Transduction R-HSA-162582; Signaling By GPCR R-HSA-372790,Adrenergic signaling in cardiomyocytes; Calcium signaling pathway; Chemical carcinogenesis; Dilated cardiomyopathy; Gap junction; Neuroactive ligand-receptor interaction; Regulation of lipolysis in adipocytes; Renin secretion; Salivary secretion; cAMP signaling pathway; cGMP-PKG signaling pathway,24
ADRB2,,,no,True,ENSG00000169252,Beta-2 adrenergic receptor (Beta-2 adrenoreceptor) (Beta-2 adrenoceptor),Cell membrane,stem cell of epidermis;keratinocyte;epidermal cell;mast cell,Adrenaline;Noradrenaline,0.385,0.4,1785,966,0.055,,ADORA2B Mediated Anti-Inflammatory Cytokine Production R-HSA-9660821; Adrenoceptors R-HSA-390696; Amine Ligand-Binding Receptors R-HSA-375280; Anti-inflammatory Response Favoring Leishmania Infection R-HSA-9662851; Cargo Recognition For Clathrin-Mediated Endocytosis R-HSA-8856825; Class A/1 (Rhodopsin-like Receptors) R-HSA-373076; Clathrin-mediated Endocytosis R-HSA-8856828; Deubiquitination R-HSA-5688426; Disease R-HSA-1643685; G Alpha (S) Signaling Events R-HSA-418555; GPCR Downstream Signaling R-HSA-388396; GPCR Ligand Binding R-HSA-500792; Infectious Disease R-HSA-5663205; Leishmania Infection R-HSA-9658195; Membrane Trafficking R-HSA-199991; Metabolism Of Proteins R-HSA-392499; Post-translational Protein Modification R-HSA-597592; Signal Transduction R-HSA-162582; Signaling By GPCR R-HSA-372790; Ub-specific Processing Proteases R-HSA-5689880; Vesicle-mediated Transport R-HSA-5653656,Adrenergic signaling in cardiomyocytes; Calcium signaling pathway; Chemical carcinogenesis; Neuroactive ligand-receptor interaction; Regulation of lipolysis in adipocytes; Renin secretion; Salivary secretion; cAMP signaling pathway; cGMP-PKG signaling pathway,30
ADRB3,,,no,True,ENSG00000188778,Beta-3 adrenergic receptor (Beta-3 adrenoreceptor) (Beta-3 adrenoceptor),Cell membrane,,Adrenaline;Noradrenaline,0.04,,186,0,,,ADORA2B Mediated Anti-Inflammatory Cytokine Production R-HSA-9660821; Adrenoceptors R-HSA-390696; Amine Ligand-Binding Receptors R-HSA-375280; Anti-inflammatory Response Favoring Leishmania Infection R-HSA-9662851; Class A/1 (Rhodopsin-like Receptors) R-HSA-373076; Disease R-HSA-1643685; G Alpha (S) Signaling Events R-HSA-418555; GPCR Downstream Signaling R-HSA-388396; GPCR Ligand Binding R-HSA-500792; Infectious Disease R-HSA-5663205; Leishmania Infection R-HSA-9658195; Signal Transduction R-HSA-162582; Signaling By GPCR R-HSA-372790,Calcium signaling pathway; Chemical carcinogenesis; Neuroactive ligand-receptor interaction; Regulation of lipolysis in adipocytes; Renin secretion; Salivary secretion; Thermogenesis; cGMP-PKG signaling pathway,21
